News	Meta	Intro	Article	Downloads	PDFs	text_file_names
Aanbieding Jurisprudentierapport mensenhandelzaken	Nieuwsbericht | 18-10-2012 | 14:51	['Toespraak van de Nationaal Rapporteur ter gelegenheid van de aanbieding van het rapport ‘Mensenhandel. Jurisprudentie mensenhandelzaken 2009 – 2012. Een analyse’ aan minister Opstelten van Veiligheid en Justitie']	['']	['Toespraak aanbieding Jurisprudentierapport mensenhandelzaken\nPdf document | 21 kB\nToespraak | 18-10-2012']	['toespraak-nationaal-rapporteur-18-oktober-2012_tcm63-456318_tcm23-21417.pdf']	['toespraak-nationaal-rapporteur-18-oktober-2012_tcm63-456318_tcm23-21417.txt']
Jurisprudentie mensenhandelzaken 2009 - 2012. Een analyse (2012)	Nieuwsbericht | 18-10-2012 | 12:00	['Onderzoek van de Nationaal Rapporteur naar jurisprudentie in mensenhandelzaken in de periode 2009 - 2012. De Nationaal Rapporteur onderzocht hiervoor ruim 400 vonnissen in mensenhandelzaken, zowel zaken van seksuele uitbuiting als uitbuiting in overige sectoren. Het onderzoek is te downloaden via de link onderaan deze pagina.']	['Mensenhandelzaken moeten wordt afgedaan op een wijze die past bij de ernst van het delict en de aandacht die mensenhandel nationaal en internationaal genereert. Wat ontbreekt in de onderzochte vonnissen, is eenduidigheid. Nationaal Rapporteur Corinne Dettmeijer ziet verschillen in de toepassing van het wetsartikel, in de strafoplegging en in de schadevergoeding die wordt toegekend aan slachtoffers. Om eenduidigheid te bereiken doet de Nationaal Rapporteur drie aanbevelingen:\nSpecialisatie en opleiding van rechters\nOntwikkeling van uitgangspunten voor straftoemeting voor rechters\nInvulling van het recht van slachtoffers op schadevergoeding', 'Specialisatie van rechters\nMensenhandelzaken zijn complexe zaken waarin meerdere juridische valkuilen zitten. Zonder ervaring in mensenhandelzaken is de kans dat rechters een van de valkuilen stappen groot. Uit onderzoek blijkt dat in 2010 ruim driekwart van de zaken werd behandeld door rechters die slechts eenmaal in dat jaar een dergelijk zaak behandelden. Het Landelijk Overleg Voorzitters van Strafsectoren heeft inmiddels besloten van de berechting van mensenhandelzaken een specialisatie te maken. De uitvoering zal de Rapporteur nauwlettend volgen. Het Openbaar Ministerie werkt al met gespecialiseerde mensenhandelofficieren.', 'Ontwikkeling van uitgangspunten voor straftoemeting voor rechters\nUit het onderzoek blijkt dat de straffen voor daders uiteenlopen en dat de overwegingen van rechters niet eenduidig zijn. Strafverzwarende omstandigheden (zoals een slachtoffer jonger dan 16 jaar, zwaar lichamelijk letsel of mensenhandel gepleegd door meerdere personen) worden door de rechter bijvoorbeeld soms wel en soms niet in het oordeel over de hoogte van de straf meegenomen. Eenduidige uitgangspunten (‘oriëntatiepunten’) moeten ertoe leiden dat straffen op dezelfde manier worden bepaald. Het Openbaar Ministerie heeft al wel richtlijnen opgesteld die worden gebruikt voor het bepalen van de eis.', 'Invulling van het recht van slachtoffers op schadevergoeding\nSlachtoffers hebben recht op schadevergoeding, in de vorm van smartengeld en betaling van het loon dat is afgepakt of onthouden door de dader. Daartoe kunnen slachtoffers een vordering indienen bij de rechter. Uit het onderzoek blijft dat slechts weinig slachtoffers (30%) dat doen. In ongeveer de helft van die gevallen wordt schadevergoeding toegekend, maar de berekening van het bedrag loopt uiteen. Eenduidigheid is hierin gewenst. Daarnaast zou de rechter vaker uit eigen beweging een beslissing over schadevergoeding kunnen nemen, zonder dat het slachtoffer daar expliciet om vraagt. Het financiële voordeel dat van de dader wordt ontnomen moet volgens de Nationaal Rapporteur ten goede komen aan het slachtoffer, en niet vervallen aan de staat.\nHet rapport is te downloaden via de onderstaande links.']	['Mensenhandel. Jurisprudentie mensenhandelzaken 2009-2012. Een analyse [interactieve webversie]\nPdf document | 8219 kB\nRapport | 18-10-2012', 'Mensenhandel. Jurisprudentie mensenhandelzaken 2009-2012. Een analyse [printbare versie]\nPdf document | 2131 kB\nRapport | 18-10-2012', 'Trafficking in Human Beings. Case Law Analysis [interactive version]\nPdf document | 3007 kB\nRapport | 20-6-2013', 'Case Law on Trafficking in Human Beings 2009-2012. An analysis [Printable version]\nPdf document | 1995 kB\nRapport | 26-4-2013']	['nrm.jurisprudentie-mensenhandelzaken-2009-2012.een-analyse_tcm23-34762.pdf', 'nrm.jurisprudentie-mensenhandelzaken-2009-2012.een-analyse-printversie_tcm23-34763.pdf', 'national-rapporteur-on-trafficking-in-human-beings-and-sexual-violence-against-children.case-law-on-trafficking-2009-2012-interactive-def_tcm23-34764.pdf', 'apporteur-on-trafficking-in-human-beings-and-sexual-violence-against-children.case-law-on-trafficking-2009-2012-tcm64-496913_tcm23-34765.pdf']	['nrm.jurisprudentie-mensenhandelzaken-2009-2012.een-analyse_tcm23-34762.txt', 'nrm.jurisprudentie-mensenhandelzaken-2009-2012.een-analyse-printversie_tcm23-34763.txt', 'national-rapporteur-on-trafficking-in-human-beings-and-sexual-violence-against-children.case-law-on-trafficking-2009-2012-interactive-def_tcm23-34764.txt', 'apporteur-on-trafficking-in-human-beings-and-sexual-violence-against-children.case-law-on-trafficking-2009-2012-tcm64-496913_tcm23-34765.txt']
Orgaanverwijdering en gedwongen commercieel draagmoederschap	Nieuwsbericht | 24-9-2012 | 09:00	['Onderzoek van de Nationaal Rapporteur naar mensenhandel met het oogmerk van orgaanverwijdering en gedwongen commercieel draagmoederschap. Het volledige onderzoek is te downloaden via de link onderaan deze pagina.']	"['Eerste onderzoek naar gedwongen commercieel draagmoederschap\nHet is de eerste keer dat Nationaal Rapporteur Corinne Dettmeijer onderzoek doet naar het verband tussen gedwongen commercieel draagmoederschap en mensenhandel. Gedwongen draagmoederschap wordt in het Wetboek van Strafrecht niet expliciet beschreven als een vorm van mensenhandel, maar kan worden beschouwd als een vorm van gedwongen dienstverlening. Daarvan kan sprake zijn wanneer voornamelijk anderen (bemiddelaars, echtgenoten) geld verdienen aan de draagmoeder en de draagmoeder alle financiële risico’s en gezondheidsrisico’s draagt.\n\nIn Nederland zijn de regels rondom draagmoederschap streng. Commercieel draagmoederschap (het zijn van draagmoeder voor een financiële vergoeding) is niet toegestaan, in tegenstelling tot landen als de Verenigde Staten, India en Oekraïne. Op de internationale ‘babymarkt’ brengen intermediaire bedrijven wensouders, draagmoeders en vruchtbaarheidsklinieken met elkaar in contact. Internet, mondialisering en voortschrijdende voortplantingstechnieken maken het gebruik van die buitenlandse diensten steeds laagdrempeliger. Daarin schuilt een risico: de rechten van draagmoeders worden niet in alle landen gewaarborgd. ""Niemand wil meewerken aan het verschijnsel dat vrouwen worden uitgebuit om kinderen te krijgen. De overheid zou wensouders daarom over deze risico’s moeten voorlichten. Dat wordt nu nog niet gedaan,"" aldus de Nationaal Rapporteur.', ""Knelpunten en aanbevelingen gedwongen commercieel draagmoederschap\nIn het onderzoek signaleert de Nationaal Rapporteur knelpunten met betrekking tot (gedwongen commercieel) draagmoederschap en doet zij enkele aanbevelingen, waaronder:\nHoogtechnologisch draagmoederschap (het inbrengen van een embryo ontstaan door IVF, al dan niet genetisch verwant aan de wenshouders) is als gevolg van zeer strikte voorwaarden toegankelijk voor een zeer beperkte groep wensouders. Wellicht zou een soepeler regime de vraag naar buitenlandse draagmoeders kunnen doen afnemen.\nDe vraag kan worden gesteld of de Nederlandse overheid geen verplichting heeft om te voorkomen dat wensouders gebruik maken van een buitenlandse draagmoeder uit landen waar de rechten van draagmoeders niet goed worden gewaardborgd.\nEen eerste stap in het ontmoedigen van draagmoederschap uit risicolanden is het geven van goede voorlichting aan wensouders over de risico's van uitbuiting."", 'Orgaanverwijdering\nAl eerder besteedde de Nationaal Rapporteur aandacht aan mensenhandel met het oogmerk van orgaanverwijdering (Vijfde en Zevende Rapportage Mensenhandel). In het onderzoek besteedt zij aandacht aan actuele ontwikkelingen op het gebied van orgaandonatie en het gedwongen afstaan van organen.\nEr zijn geen aanwijzingen dat deze vorm van mensenhandel veel voorkomt in Nederland of dat Nederlanders zich daaraan in het buitenland schuldig maken, maar de Nationaal Rapporteur roept op tot oplettendheid. ""Gelet op het nog steeds nijpende tekort aan orgaandonoren, internationalisering en internet blijft waakzaamheid geboden. Vormen van mensenhandel die wij in het buitenland zien, zullen vroeg of laat ook hier gaan spelen. Daar moeten we op voorbereid zijn,"" aldus Corinne Dettmeijer. Het ministerie van VWS moet hierin een voortrekkersrol nemen door orgaanhandel en orgaantoerisme beter in kaart te brengen.', 'Knelpunten en aanbevelingen orgaanverwijdering\nIn het onderzoek signaleert de Nationaal Rapporteur knelpunten op het gebied van mensenhandel met het oogmerk van orgaanverwijdering en doet zij enkele aanbevelingen, waaronder:\nCommercialisering van orgaandonatie kan de vrijwilligheid van de donatie in gevaar brengen. Daar waar geld verdiend kan worden aan mensen en hun lichaam, bestaat er risico op mensenhandel. Terughoudendheid is dus geboden. Mocht het in de toekomst tot (een vorm van) commercialisering komen, dan heeft het de voorkeur donoren niet (direct) geldelijk te belonen, maar bijvoorbeeld via een (indirecte) levenslange vrijstelling van ziektekostenpremies.\nOm orgaanhandel en orgaantoerisme beter in kaart te kunnen brengen is hulp en oplettendheid nodig van instanties op het terrein van orgaandonaties (zoals medisch personeel en zorgverzekeraars). Om meldingen en registratie van mogelijke gevallen gemakkelijker te maken zou deze taak bij een instantie kunnen worden neergelegd.\nIndien een persoon om onduidelijke redenen van een wachtlijst voor orgaantransplantatie verdwijnt, zou dit een aanwijzing kunnen vormen voor het ondergaan van een orgaantransplantatie in een onofficieel circuit, met mogelijke misstanden. Herhaling van onderzoek (zoals eerder uitgevoerd in 2008 en 2010) door de Minister van VWS verdient aanbeveling, om een overzicht te krijgen van de actuele stand van zaken.', 'Het onderzoek is te downloaden via onderstaande link en is verschenen in het Nederlands en het Engels.']"	['Onderzoek Mensenhandel met het oogmerk van orgaanverwijdering en gedwongen commercieel draagmoederschap (Nederlands)\nPdf document | 342 kB\nRapport | 21-9-2012', 'Onderzoek Mensenhandel met het oogmerk van orgaanverwijdering en gedwongen commercieel draagmoederschap (Engels)\nPdf document | 248 kB\nRapport | 15-11-2012']	['mensenhandel-met-het-oogmerk-van-orgaanverwijdering-en-gedwongen-commercieel-draagmoederschap-(2012)_tcm23-34769.pdf', 'human-trafficking-for-the-purpose-of-the-removal-of-organs-and-forced-commercial-surrogacy_tcm23-34770.pdf']	['mensenhandel-met-het-oogmerk-van-orgaanverwijdering-en-gedwongen-commercieel-draagmoederschap-(2012)_tcm23-34769.txt', 'human-trafficking-for-the-purpose-of-the-removal-of-organs-and-forced-commercial-surrogacy_tcm23-34770.txt']
Lancering samenwerkingsproject met Bulgarije	Nieuwsbericht | 13-8-2012 | 14:13	['Ter gelegenheid van het samenwerkingsproject “Improvement of National Anti-Traffic Policy through Transfer of Know-How, Experience and Good Practices” met Bulgarije hield de Nationaal Rapporteur op de gezamenlijke persconferentie een toespraak.']	['']	['Toespraak Samenwerkingsproject Bulgarije: Council of Ministers\nPdf document | 17 kB\nToespraak | 13-8-2012']	['speech-by-the-national-rapporteur-nccthb-sofia-13-august-2012_tcm23-18261.pdf']	['speech-by-the-national-rapporteur-nccthb-sofia-13-august-2012_tcm23-18261.txt']
De aanpak van kinderpornografie in Nederland: lessen en aanbevelingen	Nieuwsbericht | 7-8-2012 | 18:21	['Voor het tijdschrift van de International Association of Youth and Family Judges and Magistrates (de Internationale Associatie van Jeugd- en Familierechters en Magistraten) schreef de Nationaal Rapporteur een artikel over de belangrijkste lessen en aanbevelingen uit de aanpak van kinderpornografie in Nederland.']	['Artikel verschenen in: International Association of Youth and Family Judges and Magistrates, The Chronicle (juli 2012), pp. 5-8.']	[]	[]	[]
Internet als kans	Nieuwsbericht | 27-7-2012 | 18:25	"[""In 'Het glazen muiltje van XS4ALL. 29 visies op internet, technologie en maatschappij' (2011) verscheen de visie van de Nationaal Rapporteur op internet. Daarin zet zij uiteen waarom internet niet als een bedreiging moet worden gezien voor de seksuele veiligheid van kinderen, maar juist als kans.""]"	['Artikel verschenen in: XS4ALL, Het glazen muiltje van XS4ALL. 29 visies op internet, technologie en maatschappij (2011), pp. 74-79.']	['Het glazen muiltje van XS4All\nPdf document | 10319 kB\nPublicatie | 27-7-2012']	['het-glazen-muiltje-van-xs4all_tcm23-34797.pdf']	['het-glazen-muiltje-van-xs4all_tcm23-34797.txt']
Brief Implementatie EU-richtlijn ter bestrijding van seksueel misbruik, seksuele uitbuiting van kinderen en kinderpornografie	Nieuwsbericht | 26-7-2012 | 14:10	['Brief van de Nationaal Rapporteur aan de Minister van Veiligheid en Justitie van 26 juli 2012 in reactie op het Nederlandse concept-wetsvoorstel tot implementatie van richtlijn 2011/93/EU van het Europees Parlement en de Raad. De Nationaal Rapporteur wijst op de aandacht die uitgaat naar de vestigingsplaats van zedendelinquenten na uitzitting van hun straf en vraagt de Minister van Veiligheid en Justitie om ook aandacht te hebben voor zedendelinquenten die zich willen vestigen in landen waarvan bekend is dat daar sprake is van kindersekstoerisme. Ook pleit zij voor inbeslagname van gegevensdragers bij personen die zich schuldig maken aan seksueel geweld tegen kinderen.']	['']	['Brief consultatiereactie Nationaal Rapporteur\nPdf document | 35 kB\nBrief | 31-7-2012', 'Brief consultatiereactie Nationaal Rapporteur\nPdf document | 35 kB\nBrief | 31-7-2012']	['260712-brief-nrm-over-consultatie-wetsvoorstel-imprementatie-richtlijn-2011-93-eu_tcm23-272672.pdf', '260712-brief-nrm-over-consultatie-wetsvoorstel-imprementatie-richtlijn-2011-93-eu_tcm23-272672.pdf']	['260712-brief-nrm-over-consultatie-wetsvoorstel-imprementatie-richtlijn-2011-93-eu_tcm23-272672.txt', '260712-brief-nrm-over-consultatie-wetsvoorstel-imprementatie-richtlijn-2011-93-eu_tcm23-272672.txt']
Opsporing van mensenhandel en de B9-regeling	Nieuwsbericht | 11-6-2012 | 11:21	['Onderzoek van de Nationaal Rapporteur naar de vreemdelingrechtelijke en strafrechtelijke aspecten van in 2010 geseponeerde mensenhandelzaken, waarvoor zij inzage had in mensenhandeldossiers bij de Immigratie- en Naturalisatiedienst en het Openbaar Ministerie.']	['Mede op basis van de onderzoeksconclusies van dit onderzoek heeft de Nationaal Rapporteur minister Leers van Immigratie, Integratie en Asiel geadviseerd om zijn voorgestelde maatregel ten aanzien van de B9-regeling in te trekken.\n\nHieronder kunt u het volledige onderzoek, het bijbehorende persbericht en de brief van de Nationaal Rapporteur aan de minister downloaden.']	['Onderzoek Opsporing van mensenhandel en de B9-regeling\nPdf document | 907 kB\nRapport | 11-6-2012', 'Persbericht Nationaal Rapporteur Mensenhandel over bescherming slachtoffers mensenhandel\nPdf document | 67 kB\nRapport | 11-6-2012', 'Brief Nationaal Rapporteur Mensenhandel inzake herinrichting en aanpassing bedenktijd\nPdf document | 26 kB\nRapport | 11-6-2012']	['BNRM%202012%20Opsporing%20van%20mensenhandel%20en%20de%20B9-regeling_tcm23-34773.pdf', 'Persbericht%20Nationaal%20Rapporteur%20Mensenhandel_tcm23-34774.pdf', '20120529-brief-nrm-herinrichting-en-aanpassing-bedenktijd_tcm23-34775.pdf']	['BNRM%202012%20Opsporing%20van%20mensenhandel%20en%20de%20B9-regeling_tcm23-34773.txt', 'Persbericht%20Nationaal%20Rapporteur%20Mensenhandel_tcm23-34774.txt', '20120529-brief-nrm-herinrichting-en-aanpassing-bedenktijd_tcm23-34775.txt']
Brief Herinrichting en aanpassing van de bedenktijd	Nieuwsbericht | 29-5-2012 | 14:11	['Brief van de Nationaal Rapporteur aan de Minister voor Immigratie, Integratie en Asiel van 29 mei 2012. De Nationaal Rapporteur schreef deze brief naar aanleiding van de door de Minister voorgenomen aanpassing van de bedenktijd voor buitenlandse slachtoffers van mensenhandel die zich al langer dan drie maanden niet meer in de mensenhandelsituatie bevinden.']	['']	['Brief Nationaal Rapporteur Mensenhandel inzake herinrichting en aanpassing bedenktijd\nPdf document | 26 kB\nBrief | 11-6-2012', 'Brief Nationaal Rapporteur Mensenhandel inzake herinrichting en aanpassing bedenktijd\nPdf document | 26 kB\nBrief | 11-6-2012']	['20120529-brief-nrm-herinrichting-en-aanpassing-bedenktijd_tcm23-272671.pdf', '20120529-brief-nrm-herinrichting-en-aanpassing-bedenktijd_tcm23-272671.pdf']	['20120529-brief-nrm-herinrichting-en-aanpassing-bedenktijd_tcm23-272671.txt', '20120529-brief-nrm-herinrichting-en-aanpassing-bedenktijd_tcm23-272671.txt']
Brief Toename slachtoffers mensenhandel	Nieuwsbericht | 3-5-2012 | 14:19	['Brief van de Nationaal Rapporteur aan de voorzitter van de Tweede Kamer over het jaarverslag van het Coördinatiecentrum Mensenhandel (CoMensha) van 2011. In 2011 werden bij CoMensha opnieuw meer (mogelijke) slachtoffers van mensenhandel geregistreerd dan het voorgaande jaar.']	['']	['Brief van de Nationaal Rapporteur over Jaarverslag CoMensha\nPdf document | 47 kB\nBrief | 19-7-2012', 'Brief van de Nationaal Rapporteur over Jaarverslag CoMensha\nPdf document | 47 kB\nBrief | 19-7-2012']	['20120503-kamerbrief-nrm-toename-slachtoffers-mensenhandel_tcm23-272670.pdf', '20120503-kamerbrief-nrm-toename-slachtoffers-mensenhandel_tcm23-272670.pdf']	['20120503-kamerbrief-nrm-toename-slachtoffers-mensenhandel_tcm23-272670.txt', '20120503-kamerbrief-nrm-toename-slachtoffers-mensenhandel_tcm23-272670.txt']
Boekpresentatie 'De fatale fuik' van Henk Werson	Nieuwsbericht | 19-1-2012 | 15:47	"[""Bij de boekpresentatie van 'De fatale fuik', het boek van oud-hoofdinspecteur van de politie Henk Werson, nam de Nationaal Rapporteur het eerste boek in ontvangst.""]"	['']	"[""Toespraak ter gelegenheid van de presentatie van het boek 'Fatale Fuik'\nPdf document | 99 kB\nToespraak | 20-1-2012""]"	['speech-aanbieding-de-fatale-fuik-19-januari-2012_tcm23-18262.pdf']	['speech-aanbieding-de-fatale-fuik-19-januari-2012_tcm23-18262.txt']
Onderzoek Vervolging en Berechting van Mensenhandel	Nieuwsbericht | 4-1-2012 | 10:31	['Cijfermatig onderzoek van de Nationaal Rapporteur Mensenhandel naar vervolging en berechting van de bij het Openbaar Ministerie ingeschreven mensenhandelzaken en de berechting van de in eerste aanleg afgedane mensenhandelzaken in de periode 2006-2010.']	['Hieronder vindt u het volledige rapport en bijbehorend persbericht als pdf-bestand.']	['Rapport vervolging en berechting mensenhandel 2006-2010 webversie\nPdf document | 2272 kB\nRapport | 4-1-2012', 'Rapport vervolging en berechting mensenhandel 2006-2010 printversie\nPdf document | 2537 kB\nRapport | 4-1-2012', 'Persbericht rapport vervolging en berechting mensenhandelzaken 2006-2010\nPdf document | 51 kB\nRapport | 6-1-2012']	['rapport-vervolging-en-berechting-mensenhandel-(2006-2010)-interactieve-versie_tcm23-34778.pdf', 'rapport-vervolging-en-berechting-mensenhandel-(2006-2010)-printversie_tcm23-34779.pdf', 'persbericht-bnrm-rapport-berechting-en-vervolging-mensenhandel-2006-2010_tcm23-34780.pdf']	['rapport-vervolging-en-berechting-mensenhandel-(2006-2010)-interactieve-versie_tcm23-34778.txt', 'rapport-vervolging-en-berechting-mensenhandel-(2006-2010)-printversie_tcm23-34779.txt', 'ersbericht-bnrm-rapport-berechting-en-vervolging-mensenhandel-2006-2010_tcm23-34780.txt']
Aanbieding eerste rapportage Kinderpornografie	Nieuwsbericht | 12-11-2011 | 15:20	['Twee jaar nadat het mandaat van de Nationaal Rapporteur werd uitgebreid met kinderpornografie bood zij de eerste rapportage Kinderpornografie aan aan de minister van Justitie.']	['']	['Toespraak ter gelegenheid van de aanbieding van de eerste rapportage Kinderpornografie\nPdf document | 34 kB\nToespraak | 12-10-2011']	['kipospeech10_tcm23-18263.pdf']	['kipospeech10_tcm23-18263.txt']
Brief Implementatie EU-richtlijn 2011/36/EU inzake voorkoming en bestrijding mensenhandel	Nieuwsbericht | 13-10-2011 | 14:22	['Brief van de Nationaal Rapporteur aan de Minister van Veiligheid en Justitie van 13 oktober 2011 over de implementatie van de EU-richtlijn mensenhandel (2011/36/EU). Hierin onder meer aandacht voor de strafmaat voor gekwalificeerde en ongekwalificeerde mensenhandel, bijzonder kwetsbare slachtoffers, het non-punishmentbeginsel en strafbaarstelling van klanten. De Nationaal Rapporteur vraagt daarnaast aandacht voor opname van orgaanverwijdering in het Nederlandse mensenhandelartikel.']	['']	['Brief Implementatie EU-richtlijn 2011/36/EU inzake voorkoming en bestrijding mensenhandel, 13 oktober 2011\nPdf document | 300 kB\nBrief | 27-3-2013', 'Brief Implementatie EU-richtlijn 2011/36/EU inzake voorkoming en bestrijding mensenhandel, 13 oktober 2011\nPdf document | 300 kB\nBrief | 27-3-2013']	['20111013-brief-aan-min-venj-implementatie-eu-richtlijn-mensenhandel_tcm23-272669.pdf', '20111013-brief-aan-min-venj-implementatie-eu-richtlijn-mensenhandel_tcm23-272669.pdf']	['20111013-brief-aan-min-venj-implementatie-eu-richtlijn-mensenhandel_tcm23-272669.txt', '20111013-brief-aan-min-venj-implementatie-eu-richtlijn-mensenhandel_tcm23-272669.txt']
Eerste Rapportage Kinderpornografie	Nieuwsbericht | 12-10-2011 | 15:29	['Kinderpornografie is seksueel geweld tegen kinderen en moet op geïntegreerde wijze worden aangepakt. Dat is de belangrijkste conclusie van de Nationaal Rapporteur naar aanleiding van haar onderzoek naar kinderpornografie.']	['Hieronder vindt u het persbericht en de volledige rapportage kinderpornografie als pdf-bestand.']	['Eerste Rapportage Kinderpornografie\nPdf document | 5394 kB\nRapport | 12-10-2011', 'Factsheet Kinderpornografie\nPdf document | 632 kB\nRapport | 12-10-2011', 'Persbericht 1e rapportage kinderpornografie\nPdf document | 17 kB\nRapport | 12-10-2011', 'First Report on Child Pornography\nPdf document | 3075 kB\nRapport | 6-6-2012', 'Summary report of the First Report on Child Pornography\nPdf document | 220 kB\nRapport | 6-6-2012']	['rapportage-nrm-kipo1-webversie_tcm23-34783.pdf', 'broch-kinderporno-111006_tcm23-34784.pdf', 'persbericht-1e-rapportage-kinderpornografie_tcm23-34785.pdf', 'child-pornography-tcm64-426462_tcm23-34786.pdf', 'child-pornography-summary-report-of-the-dutch-national-rapporteur-tcm64-426629_tcm23-34787.pdf']	['rapportage-nrm-kipo1-webversie_tcm23-34783.txt', 'broch-kinderporno-111006_tcm23-34784.txt', 'ersbericht-1e-rapportage-kinderpornografie_tcm23-34785.txt', 'child-pornography-tcm64-426462_tcm23-34786.txt', 'child-pornography-summary-report-of-the-dutch-national-rapporteur-tcm64-426629_tcm23-34787.txt']
Mensenhandel en arbeidsuitbuiting; recente ontwikkelingen in de jurisprudentie	Nieuwsbericht | 1-11-2010 | 18:27	['Een analyse van de recente ontwikkelingen in de jurisprudentie over arbeidsuitbuiting in sectoren als horeca, tuinbouw, en de schoonmaaksector. Hierbij wordt het begrip uitbuiting, of arbeidsuitbuiting nader onderzocht.']	['Artikel verschenen in Justitiële Verkenningen nr. 7. Auteur: L. van Krimpen (2010)']	['Justitiële Verkenningen 7-2007: Mensenhandel\nPdf document | 985 kB\nPublicatie | 1-11-2007']	['justitiele-verkenningen-2007-mensenhandel_tcm23-34796.pdf']	['justitiele-verkenningen-2007-mensenhandel_tcm23-34796.txt']
Aanbieding van de Achtste rapportage mensenhandel	Nieuwsbericht | 15-10-2010 | 12:07	"[""Ter gelegenheid van de aanbieding van de Achtste rapportage mensenhandel hield de Nationaal Rapporteur een toespraak met als thema 'Monitoring mechanisms in the fight against human trafficking.'""]"	['']	['Toespraak Aanbieding van de achtste rapportage\nPdf document | 38 kB\nToespraak | 15-10-2010']	['Presentation%20of%20the%20Eighth%20report_tcm23-18264.pdf']	['Presentation%20of%20the%20Eighth%20report_tcm23-18264.txt']
Achtste Rapportage Mensenhandel	Nieuwsbericht | 15-10-2010 | 12:00	['De Achtste Rapportage Mensenhandel markeert het tienjarig bestaan van de Nationaal Rapporteur Mensenhandel als onafhankelijk monitoringmechanisme van de Nederlandse inspanningen ter bestrijding van mensenhandel. Zij markeert tevens tien jaar van aanbevelingen, 200 in totaal. Veel van deze aanbevelingen zijn opgevolgd, sommige hebben aan belang ingeboet, een aantal wordt met enige regelmaat herhaald. Aan de hand van de aanbevelingen wordt de ontwikkeling van de aanpak van mensenhandel in Nederland over de afgelopen tien jaren geschetst.']	['Hieronder vindt u het volledige rapport als pdf-bestand.']	['Achtste rapportage Nationaal Rapporteur Mensenhandel\nPdf document | 2373 kB\nRapport | 15-10-2010', 'Eighth report of the Dutch National Rapporteur\nPdf document | 2251 kB\nRapport | 15-10-2010']	['8e%20rapportage%20NRM-NL-web_tcm23-34821.pdf', '8e-rapportage-nrm-eng-web-tcm64-310472_tcm23-34822.pdf']	['8e%20rapportage%20NRM-NL-web_tcm23-34821.txt', '8e-rapportage-nrm-eng-web-tcm64-310472_tcm23-34822.txt']
Human Trafficking Conference ter gelegenheid van het 10-jarig bestaan van de Nationaal Rapporteur	Nieuwsbericht | 14-10-2010 | 11:30	"[""Op 14 en 15 oktober 2016 werd met de conferentie 'Monitoring mechanisms in the fight against human trafficking' het 10-jarig bestaan van de Nationaal Rapporteur gevierd.""]"	['']	['Toespraak ter gelegenheid van Human Trafficking Conference: 10-jarig bestaan Nationaal Rapporteur, introductie tweede dag\nPdf document | 27 kB\nToespraak | 14-10-2010', 'Toespraak ter gelegenheid van Human Trafficking Conference: 10-jarig bestaan Nationaal Rapporteur, introductie tweede dag\nPdf document | 22 kB\nToespraak | 15-10-2010']	['Conference%2014%20October%2C%20opening%20expertmeeting_tcm23-18267.pdf', 'Conference%2015%20October%2C%20introduction_tcm23-18266.pdf']	['Conference%2014%20October%2C%20opening%20expertmeeting_tcm23-18267.txt', 'Conference%2015%20October%2C%20introduction_tcm23-18266.txt']
